order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status
ORD-20251107-904781,2025-11-07T22:46:35.204298,REST-DXB-001,CUST-10111,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 19.82, ""subtotal"": 19.82}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 57.08, ""subtotal"": 57.08}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.26, ""subtotal"": 117.78}]",194.68,card,completed
ORD-20251107-260224,2025-11-07T22:54:26.204298,REST-AUH-002,CUST-10272,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 55.05, ""subtotal"": 165.15}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.14, ""subtotal"": 104.28}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.75, ""subtotal"": 79.5}]",348.93,card,completed
ORD-20251108-526658,2025-11-08T10:27:12.204298,REST-AUH-001,CUST-10161,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.9, ""subtotal"": 14.9}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 40.67, ""subtotal"": 122.01}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.65, ""subtotal"": 99.3}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 44.24, ""subtotal"": 88.48}]",324.69,wallet,completed
ORD-20251108-802839,2025-11-08T11:02:41.204298,REST-DXB-002,CUST-10385,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 56.92, ""subtotal"": 113.84}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.55, ""subtotal"": 43.55}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 62.73, ""subtotal"": 62.73}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 43.56, ""subtotal"": 87.12}]",307.24,card,delivered
ORD-20251108-191309,2025-11-08T13:09:14.204298,REST-AUH-002,CUST-10230,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 41.29, ""subtotal"": 123.87}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.5, ""subtotal"": 52.5}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.31, ""subtotal"": 17.31}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.56, ""subtotal"": 115.68}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.25, ""subtotal"": 27.75}]",337.11,wallet,delivered
ORD-20251108-408488,2025-11-08T13:10:48.204298,REST-SHJ-001,CUST-10010,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.75, ""subtotal"": 50.75}]",50.75,card,delivered
ORD-20251108-604280,2025-11-08T13:29:36.204298,REST-DXB-002,CUST-10165,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.98, ""subtotal"": 17.96}]",17.96,cash,completed
ORD-20251108-753541,2025-11-08T14:09:40.204298,REST-AUH-001,CUST-10386,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.74, ""subtotal"": 11.48}]",11.48,cash,completed
ORD-20251108-763545,2025-11-08T14:13:54.204298,REST-DXB-002,CUST-10376,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.89, ""subtotal"": 44.67}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.98, ""subtotal"": 8.98}]",53.65,card,completed
ORD-20251108-211407,2025-11-08T14:20:36.204298,REST-AUH-001,CUST-10421,delivery,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 22.37, ""subtotal"": 44.74}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.91, ""subtotal"": 15.82}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.7, ""subtotal"": 164.1}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 40.67, ""subtotal"": 81.34}]",306,card,completed
ORD-20251108-444086,2025-11-08T14:28:32.204298,REST-SHJ-001,CUST-10281,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 55.13, ""subtotal"": 55.13}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 34.43, ""subtotal"": 34.43}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.25, ""subtotal"": 45.75}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.75, ""subtotal"": 50.75}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 36.96, ""subtotal"": 36.96}]",223.02,cash,completed
ORD-20251108-934351,2025-11-08T14:45:59.204298,REST-DXB-001,CUST-10371,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 43.75, ""subtotal"": 131.25}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 18.43, ""subtotal"": 18.43}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.8, ""subtotal"": 8.8}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.52, ""subtotal"": 14.52}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.2, ""subtotal"": 16.4}]",189.4,card,completed
ORD-20251108-187019,2025-11-08T14:46:19.204298,REST-AUH-002,CUST-10210,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 41.29, ""subtotal"": 82.58}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.19, ""subtotal"": 15.19}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.76, ""subtotal"": 21.76}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.59, ""subtotal"": 17.59}]",137.12,wallet,completed
ORD-20251108-557510,2025-11-08T14:57:05.204298,REST-AUH-002,CUST-10133,delivery,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 19.41, ""subtotal"": 38.82}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.29, ""subtotal"": 18.87}]",57.69,cash,completed
ORD-20251108-554150,2025-11-08T15:04:37.204298,REST-AUH-002,CUST-10292,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 67.85, ""subtotal"": 135.7}]",135.7,wallet,delivered
ORD-20251108-393911,2025-11-08T15:41:32.204298,REST-DXB-002,CUST-10192,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 52.99, ""subtotal"": 52.99}]",52.99,wallet,delivered
ORD-20251108-509871,2025-11-08T15:46:35.204298,REST-SHJ-001,CUST-10444,dine_in,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 19.22, ""subtotal"": 57.66}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 64.67, ""subtotal"": 64.67}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.35, ""subtotal"": 80.7}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 50.75, ""subtotal"": 101.5}]",304.53,cash,delivered
ORD-20251108-518899,2025-11-08T16:25:55.204298,REST-DXB-001,CUST-10481,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.45, ""subtotal"": 39.45}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 33.37, ""subtotal"": 66.74}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.2, ""subtotal"": 16.4}]",122.59,cash,completed
ORD-20251108-713683,2025-11-08T16:30:38.204298,REST-SHJ-001,CUST-10457,dine_in,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 38.21, ""subtotal"": 76.42}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.52, ""subtotal"": 11.52}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.09, ""subtotal"": 42.09}]",130.03,card,completed
ORD-20251108-731420,2025-11-08T16:39:15.204298,REST-SHJ-001,CUST-10383,takeaway,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 49.9, ""subtotal"": 49.9}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.33, ""subtotal"": 16.66}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.75, ""subtotal"": 50.75}]",117.31,wallet,completed
ORD-20251108-568906,2025-11-08T16:54:58.204298,REST-AUH-001,CUST-10218,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.89, ""subtotal"": 11.89}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 5.74, ""subtotal"": 5.74}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 44.24, ""subtotal"": 88.48}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.59, ""subtotal"": 103.18}]",209.29,wallet,delivered
ORD-20251108-132573,2025-11-08T17:20:10.204298,REST-DXB-002,CUST-10151,dine_in,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.54, ""subtotal"": 130.62}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.08, ""subtotal"": 43.08}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 56.92, ""subtotal"": 170.76}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.48, ""subtotal"": 36.96}]",381.42,cash,delivered
ORD-20251108-703648,2025-11-08T17:50:40.204298,REST-SHJ-001,CUST-10100,delivery,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.48, ""subtotal"": 17.48}]",17.48,cash,completed
ORD-20251108-289502,2025-11-08T18:42:29.204298,REST-AUH-001,CUST-10355,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.24, ""subtotal"": 132.72}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.79, ""subtotal"": 155.37}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 14.9, ""subtotal"": 44.7}]",332.79,cash,delivered
ORD-20251108-148972,2025-11-08T18:55:15.204298,REST-DXB-001,CUST-10152,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.82, ""subtotal"": 37.64}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.62, ""subtotal"": 23.24}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.93, ""subtotal"": 11.86}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.43, ""subtotal"": 130.29}]",203.03,cash,completed
ORD-20251108-275720,2025-11-08T19:26:43.204298,REST-DXB-001,CUST-10263,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.95, ""subtotal"": 41.9}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.2, ""subtotal"": 16.4}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 41.86, ""subtotal"": 83.72}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.75, ""subtotal"": 43.75}]",185.77,card,completed
ORD-20251108-477845,2025-11-08T19:30:16.204298,REST-SHJ-001,CUST-10335,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.35, ""subtotal"": 121.05}]",121.05,card,completed
ORD-20251108-236665,2025-11-08T19:50:09.204298,REST-DXB-002,CUST-10330,takeaway,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.47, ""subtotal"": 22.94}]",22.94,cash,delivered
ORD-20251108-480084,2025-11-08T19:50:15.204298,REST-AUH-001,CUST-10073,dine_in,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 40.67, ""subtotal"": 81.34}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 10.48, ""subtotal"": 31.44}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.37, ""subtotal"": 43.11}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.77, ""subtotal"": 17.77}]",173.66,cash,delivered
ORD-20251108-285239,2025-11-08T20:24:36.204298,REST-DXB-002,CUST-10064,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.63, ""subtotal"": 41.26}]",41.26,card,delivered
ORD-20251108-287655,2025-11-08T20:31:05.204298,REST-DXB-002,CUST-10343,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.98, ""subtotal"": 26.94}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.55, ""subtotal"": 43.55}]",70.49,card,delivered
ORD-20251108-917329,2025-11-08T20:45:28.204298,REST-DXB-001,CUST-10250,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.75, ""subtotal"": 18.75}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.26, ""subtotal"": 117.78}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.33, ""subtotal"": 84.66}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.45, ""subtotal"": 39.45}]",260.64,card,completed
ORD-20251108-265723,2025-11-08T21:26:13.204298,REST-DXB-001,CUST-10458,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.45, ""subtotal"": 78.9}]",78.9,wallet,completed
ORD-20251108-788895,2025-11-08T21:28:22.204298,REST-DXB-002,CUST-10430,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.06, ""subtotal"": 12.12}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 21.56, ""subtotal"": 43.12}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 56.92, ""subtotal"": 56.92}]",112.16,cash,completed
ORD-20251108-332706,2025-11-08T21:32:34.204298,REST-AUH-001,CUST-10439,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.27, ""subtotal"": 63.81}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.37, ""subtotal"": 14.37}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.79, ""subtotal"": 155.37}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 22.37, ""subtotal"": 44.74}]",278.29,wallet,delivered
ORD-20251108-451773,2025-11-08T21:34:59.204298,REST-AUH-001,CUST-10274,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.71, ""subtotal"": 18.71}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.27, ""subtotal"": 21.27}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 65.65, ""subtotal"": 65.65}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.77, ""subtotal"": 17.77}]",123.4,card,delivered
ORD-20251108-860553,2025-11-08T21:52:56.204298,REST-AUH-001,CUST-10253,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.24, ""subtotal"": 132.72}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.65, ""subtotal"": 115.95}]",248.67,card,completed
ORD-20251108-289517,2025-11-08T22:17:28.204298,REST-SHJ-001,CUST-10002,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.51, ""subtotal"": 154.53}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.9, ""subtotal"": 99.8}]",254.33,cash,delivered
ORD-20251108-184594,2025-11-08T22:21:29.204298,REST-DXB-002,CUST-10241,delivery,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 47.55, ""subtotal"": 95.1}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.0, ""subtotal"": 12.0}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.54, ""subtotal"": 43.54}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.0, ""subtotal"": 41.0}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.96, ""subtotal"": 29.88}]",221.52,card,delivered
ORD-20251108-411619,2025-11-08T22:44:02.204298,REST-SHJ-001,CUST-10001,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 64.67, ""subtotal"": 64.67}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.67, ""subtotal"": 37.34}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.66, ""subtotal"": 37.32}]",139.33,cash,delivered
ORD-20251109-687259,2025-11-09T10:24:55.204298,REST-SHJ-001,CUST-10387,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.56, ""subtotal"": 25.12}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 43.13, ""subtotal"": 129.39}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 64.67, ""subtotal"": 64.67}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.15, ""subtotal"": 9.15}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.68, ""subtotal"": 18.68}]",247.01,wallet,delivered
ORD-20251109-186444,2025-11-09T10:32:17.204298,REST-AUH-001,CUST-10150,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 5.74, ""subtotal"": 17.22}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.71, ""subtotal"": 37.42}]",54.64,cash,completed
ORD-20251109-790723,2025-11-09T11:06:40.204298,REST-DXB-001,CUST-10211,takeaway,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 43.75, ""subtotal"": 87.5}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 18.82, ""subtotal"": 56.46}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.43, ""subtotal"": 130.29}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.26, ""subtotal"": 39.26}]",313.51,card,completed
ORD-20251109-627968,2025-11-09T11:24:31.204298,REST-SHJ-001,CUST-10247,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.25, ""subtotal"": 45.75}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.67, ""subtotal"": 18.67}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.67, ""subtotal"": 129.34}]",193.76,card,delivered
ORD-20251109-621742,2025-11-09T11:38:05.204298,REST-AUH-001,CUST-10472,delivery,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.64, ""subtotal"": 139.92}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 41.74, ""subtotal"": 41.74}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.27, ""subtotal"": 42.54}]",224.2,card,completed
